number,name,addressStreet,addressParcel
334,황금복권,충북 청주시 상당구 영운로 74-1,충북 청주시 상당구 금천동 160-2
335,로또,충남 아산시 산동로 240,충남 아산시 음봉면 산동리 778
336,옥좌로또점,경북 경주시 산업로 2135,경북 경주시 외동읍 구어리 217-3
337,칠복복권방,경북 경주시 입실로 68,경북 경주시 외동읍 입실리 1011-19
338,로또복권판매점,경북 구미시 박정희로 98-6,경북 구미시 상모동 276
339,복권판매점,경남 사천시 벌리3길 16,경남 사천시 벌리동 220-3
340,정호정보통신,경남 창원시 의창구 남산로9번길 17,경남 창원시 의창구 팔용동 180-17
341,꿈앤행운 로또복권방,서울 금천구 금하로 714,서울 금천구 시흥동 911-3
342,연남복권방,서울 마포구 성미산로28길 25,서울 마포구 연남동 255-6
343,서초동로또복권방,서울 서초구 서초대로 389 진흥상가,서울 서초구 서초동 1315
344,예치복권,서울 은평구 은평터널로 193-1,서울 은평구 신사동 41-17
345,로또,서울 은평구 응암로22길 7,서울 은평구 응암동 427-105
346,밝은나라,서울 중구 다산로 201-1,서울 중구 신당동 292-119
347,동행로또판매점,대구 달서구 성당로 193,대구 달서구 성당동 54-12
348,복복권,대구 북구 산격로 15,대구 북구 산격동 1433-60
349,대박복권명당,대구 수성구 국채보상로 1087-1,대구 수성구 만촌동 678-33
350,복권판매점,인천 부평구 경인로1024번길 42,인천 부평구 부개동 245-13
351,솔로몬,울산 울주군 연안7길 19,울산 울주군 온양읍 대안리 411-13
352,옥교대박점,울산 중구 옥교3길 94,울산 중구 학산동 17-13
353,요한이네 행복,경기 고양시 덕양구 대곡길 29,경기 고양시 덕양구 내곡동 116-19
354,애드셀컴,경기 고양시 덕양구 동세로 22,경기 고양시 덕양구 동산동 361
355,꽃길로또방,경기 고양시 덕양구 꽃내음1길 21,경기 고양시 덕양구 향동동 482
356,억나와라뚝딱,경기 수원시 팔달구 경수대로 549 동수원빌딩,경기 수원시 팔달구 인계동 955-1
357,로또복권판매점,경기 의왕시 갈미2로 36 정도프라자,경기 의왕시 내손동 751-2
358,로또복권방,경기 파주시 금정3길 12,경기 파주시 금촌동 950-9
359,엘지로 로또,경기 평택시 엘지로 113,경기 평택시 진위면 갈곶리 140-11
360,황금복권방,충북 청주시 서원구 수영로59번길 2,충북 청주시 서원구 수곡동 25-16
361,행운로또,충남 아산시 음봉로 307,충남 아산시 음봉면 송촌리 130
362,로또복권판매점,전북 남원시 가방뜰길 57 금동휴먼시아,전북 남원시 금동 586
363,봉산명당로또판매점,전남 광양시 매천로 768,전남 광양시 광양읍 구산리 387-3
364,성공복권방,전남 순천시 연향2로 4 올리졸리,전남 순천시 연향동 1359-1
365,로또판매점,경북 안동시 퇴계로 139,경북 안동시 명륜동 300-2
366,행운복권방,경남 김해시 흥동로 6,경남 김해시 풍유동 66-1
367,엘샵,경남 창원시 진해구 냉천남로 3,경남 창원시 진해구 자은동 138-5
368,인생복권,서울 도봉구 방학로2길 48,서울 도봉구 방학동 682
369,로또 골드 뱅크,서울 은평구 진관3로 77 은평뉴타운구파발,서울 은평구 진관동 25
370,해운대 로또토미,부산 해운대구 재송1로 19 재송주택,부산 해운대구 재송동 210-5
371,미니스톱상남FLEX점,경남 창원시 성산구 단정로58번길 4-2,경남 창원시 성산구 상남동 82-9
372,은혜복권판매점,부산 동래구 안락로51번길 4,부산 동래구 안락동 445-5
373,세븐일레븐 부산구평공단점,부산 사하구 감천항로 172,부산 사하구 구평동 194
374,히트,광주 서구 동천로18번길 8,광주 서구 동천동 523
375,복권판매점유성점,대전 유성구 학하동로63번길 63,대전 유성구 학하동 771-4
376,두찜,경기 용인시 기흥구 마북로240번길 11-1,경기 용인시 기흥구 마북동 113-2
377,드림,경기 용인시 기흥구 동백중앙로 61-19 옐로우존,경기 용인시 기흥구 중동 1043-1
378,탑로또,강원 원주시 단구로 301,강원 원주시 단구동 629-6
379,기적복권,충북 제천시 소새로1길 5,충북 제천시 왕암동 792
380,호운복권,경북 포항시 북구 창흥로 11 두호종합시장,경북 포항시 북구 창포동 630
381,행운복권방,경북 포항시 북구 중앙로 412,경북 포항시 북구 대신동 951-5
382,행운나눔,부산 사하구 사하로 204,부산 사하구 괴정동 1001-10
383,제이케이복권방,광주 광산구 목련로 67,광주 광산구 산정동 940-3
384,기프트샵,경기 고양시 덕양구 삼송로 303,경기 고양시 덕양구 지축동 725-18
385,골드복권방,경기 수원시 영통구 영통로200번길 21 현대프라자,경기 수원시 영통구 영통동 1106
386,오산세교또또로또복권방,경기 오산시 청학로 250,경기 오산시 수청동 608-8
387,대박복권방,충북 음성군 중앙로 84,충북 음성군 음성읍 읍내리 464-5
388,남매복권,충남 보령시 중앙로 263,충남 보령시 대천동 552-3
389,타타로또,경남 산청군 덕계로 40,경남 산청군 산청읍 산청리 210-12
390,오복커피&로또6/45,경남 창녕군 인교길 21,경남 창녕군 부곡면 수다리 5-9
391,복권,서울 강북구 삼양로 456,서울 강북구 수유동 331-6
392,해바라기 복권방,부산 기장군 차성동로 25,부산 기장군 기장읍 대라리 131-18
393,황제복권,부산 부산진구 가야공원로 6 가야센트레빌아파트,부산 부산진구 가야동 161-9
394,금랑복권,대구 수성구 파동로 22,대구 수성구 파동 450-13
395,스마일 로또복권판매점,경기 광명시 광명로 884,경기 광명시 광명동 158-784
396,대왕판교로점,경기 성남시 수정구 대왕판교로 812,경기 성남시 수정구 시흥동 280-4
397,호수공원 복권방,경기 수원시 영통구 광교호수공원로 277 광교중흥에스클래스,경기 수원시 영통구 원천동 589
398,드루아,경기 안산시 단원구 대남로 9,경기 안산시 단원구 대부북동 508-8
399,대박나라행운복권,충남 서산시 안견로 217,충남 서산시 동문동 261-1
400,오복복권방,전남 구례군 서시천로 7,전남 구례군 구례읍 봉동리 168-1
401,로또복권,경남 창원시 성산구 상남로258번길 3,경남 창원시 성산구 신월동 1-5
402,동행복권,서울 금천구 독산로 171 다복타운,서울 금천구 독산동 1044-10
403,마차도 복권방,부산 영도구 중리북로 43-1,부산 영도구 동삼동 499-8
404,희망로또 판매점,인천 부평구 화랑로 94,인천 부평구 산곡동 369-272
405,꽃물상,인천 연수구 해돋이로 104,인천 연수구 송도동 3-24
406,동행복권,경기 고양시 덕양구 호국로 790 연일빌딩,경기 고양시 덕양구 성사동 698
407,세븐일레븐 시흥장현중앙점,경기 시흥시 장현서3길 12,경기 시흥시 장현동 407-3
408,행복을 꿈꾸는 복권방,경기 안산시 상록구 매화로3길 28,경기 안산시 상록구 이동 570-1
409,지에스25 안성칠곡,경기 안성시 만세로 1182,경기 안성시 원곡면 칠곡리 564-2
410,인생역전복권방,충남 금산군 비호로 77-1,충남 금산군 금산읍 상리 37-21
411,원 복권,경북 구미시 인동5길 55,경북 구미시 인의동 445-1
412,꿀꿀이 복권방,서울 강동구 양재대로116길 35,서울 강동구 길동 363-4
413,오케이복권방,경기 안양시 만안구 박달로 479,경기 안양시 만안구 박달동 137-7
414,로또365,경북 구미시 산업로 310 구미농협파머스마켓,경북 구미시 원평동 1076
415,세븐일레븐 제주인제사거리점,제주 제주시 고마로 87 신정빌딩,제주 제주시 일도이동 377-2
416,수 복권방,경기 광명시 오리로 511,경기 광명시 소하동 206-1
417,조은하루,경기 용인시 처인구 낙은로 22,경기 용인시 처인구 역북동 467-9
418,대박로또,충북 청주시 서원구 쌍샘로 106,충북 청주시 서원구 모충동 500-3
419,백만불복권(로또),경남 창원시 마산합포구 노산서18길 80,경남 창원시 마산합포구 교방동 525
420,동행복권쑥고개점,서울 관악구 쑥고개로 56,서울 관악구 봉천동 1540-8
421,퍼스트 로또,서울 동대문구 이문로 136 이문동 웰츠타워,서울 동대문구 이문동 292-10
422,복권판매점,대구 달서구 당산로 107,대구 달서구 감삼동 207-14
423,일등 복권판매점,인천 미추홀구 장천로 28,인천 미추홀구 숭의동 294-35
424,플렉스 로또,경기 김포시 김포한강9로12번길 7-16,경기 김포시 구래동 6892-7
425,이마트24인덕원중앙점,경기 안양시 동안구 관악대로 454,경기 안양시 동안구 관양동 1474-21
426,1등로또,경기 오산시 수청로 30 마이다스프라자,경기 오산시 수청동 558-6
427,드림복권,경기 평택시 서동대로 1906,경기 평택시 안중읍 금곡리 54-5
428,로또복권판매점,충북 청주시 청원구 직지대로 878,충북 청주시 청원구 우암동 323-23
429,축복로또 신정호점,충남 아산시 신정로 666,충남 아산시 방축동 428-10
430,한솔제지 오거리로또,충남 천안시 동남구 행정길 9 오리사냥,충남 천안시 동남구 광덕면 행정리 50-3
431,한스카페,전남 강진군 중앙로 137-1,전남 강진군 강진읍 동성리 331-3
432,세븐일레븐 밀양교동스마일점,경남 밀양시 교동로 183-1,경남 밀양시 교동 1218-10
433,일등복권,서울 강서구 초원로 83,서울 강서구 방화동 247-109
434,복권 편의점,대구 달서구 조암남로 72,대구 달서구 월성동 1541-1
435,로또판매점,인천 연수구 먼우금로 282 태산아파트,인천 연수구 연수동 576
436,행운,광주 광산구 신창로 56,광주 광산구 신창동 1215-2
437,우정복권방,경기 남양주시 다산지금로16번길 86 다산지금센트럴에일린의뜰상가동,경기 남양주시 다산동 6208
438,수정로또,경기 성남시 수정구 수정로 267 성창빌딩,경기 성남시 수정구 신흥동 63
439,금곡로,경기 수원시 권선구 금곡로197번길 18-23 해피라움블루,경기 수원시 권선구 금곡동 1110-2
440,럭키,경기 평택시 서동대로 1866,경기 평택시 안중읍 금곡리 163-7
441,준성복권방,경기 화성시 발안공단로 100,경기 화성시 향남읍 구문천리 924-9
442,계룡산로또명당,충남 공주시 동학사1로 140,충남 공주시 반포면 학봉리 273-3
443,도깨비 복권방,서울 강남구 역삼로11길 13-10,서울 강남구 역삼동 750-1
444,금손 복권방,서울 동작구 상도로22길 13,서울 동작구 상도동 195-4
445,더디씨 신월점,서울 양천구 남부순환로 516,서울 양천구 신월동 966-11
446,금룡복권,부산 동래구 충렬대로237번길 67,부산 동래구 수안동 499
447,화수분,부산 사상구 백양대로 712 덕포남영아파트,부산 사상구 덕포동 789
448,무지개로또,부산 해운대구 아랫반송로21번길 85,부산 해운대구 반송동 275-454
449,로또비버리지,부산 해운대구 해운대로349번길 24 삼호가든아파트,부산 해운대구 우동 1104-1
450,이마트24 대구한실로점,대구 달서구 한실로 73,대구 달서구 도원동 1432-5
451,복권명당천운,대전 유성구 계룡로46번길 46 삼영아트빌,대전 유성구 구암동 594-13
452,세븐일레븐 중동현대점,경기 부천시 석천로183번길 35,경기 부천시 중동 1166-4
453,롯데대박복권판매소,경기 용인시 기흥구 중부대로 375 기흥역롯데캐슬스카이,경기 용인시 기흥구 신갈동 63
454,로또복권과 로또아이스크림,경기 파주시 가람로116번길 57,경기 파주시 와동동 1488-2
455,부자로또,경기 화성시 수노을중앙로 255,경기 화성시 새솔동 0
456,드림복권방,전북 군산시 양안로 127,전북 군산시 조촌동 907-1
457,복권판매점,부산 부산진구 신암로 108,부산 부산진구 범천동 980-73
458,대명복권,부산 수영구 과정로67번길 25-1,부산 수영구 망미동 439-9
459,금돼지복권판매점,충남 천안시 서북구 봉주로 7 애드코리아,충남 천안시 서북구 직산읍 삼은리 76-176
460,이마트24문경로또명당점,경북 문경시 당교로 175,경북 문경시 모전동 885-15
461,복권판매점,부산 중구 중구로 52 국제시장1공구,부산 중구 신창동4가 51-2
462,골든티켓,인천 남동구 만수서로 23,인천 남동구 만수동 107-38
463,황제복권,울산 남구 수암로 42,울산 남구 신정동 797-5
464,나라복권,울산 북구 명촌17길 23 울산명촌효성해링턴플레이스,울산 북구 명촌동 700-6
465,GS25세종여울점,세종 보람1길 14 호려울마을2단지근린생활시설,세종 보람동 664-99
466,일등복권점,경기 성남시 수정구 산성대로 423,경기 성남시 수정구 단대동 111-3
